Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss
29-09-2018,16,27.2,20.9,76,0,9
30-09-2018,17,27,21.8,77,0,8.3
01-10-2018,18,25.8,21.6,84,0,6.3
02-10-2018,19,27.2,22.6,81,0,4.3
03-10-2018,19,26.4,21.5,84,0,6
04-10-2018,20,26.4,22.1,88,2.1,4.3
05-10-2018,19,28,22.4,77,0.1,4
06-10-2018,18,27,22.3,76,0,7.2
07-10-2018,18,27.4,22.3,72,0,6.2
08-10-2018,19,29,23.4,66,0,5
09-10-2018,19,28.4,22.6,72,0,9.2
10-10-2018,18,27.4,22.1,76,0,5.5
11-10-2018,18,28,22.1,81,0.4,6.3
12-10-2018,18,26.2,22,80,0,6.8
13-10-2018,19,25.7,21.9,83,10.33774296,6.5
14-10-2018,18,25.7,21.5,83,0,3.9
15-10-2018,19,28.3,22.3,81,10.33774296,4.5
16-10-2018,19,27.2,21.9,86,0.9,6.9
17-10-2018,19,25.6,21.6,84,0.5,5.5
18-10-2018,18,26.4,21.1,86,10.33774296,4.1
19-10-2018,18,27,21.2,87,25,4.9
20-10-2018,18,26.4,20.9,83,0.8,4.5
21-10-2018,18,28.2,22.4,77,19.6,5.5
22-10-2018,18,27,21.7,83,0,7.8
23-10-2018,19,24.4,21.2,91,50.1,6.4
24-10-2018,18,26.9,21.1,86,6.1,0.4
25-10-2018,19,27.6,22,86,2.9,6.8
26-10-2018,19,27.4,21.7,86,7.4,7
27-10-2018,19,26.4,22,88,2.5,7.5
28-10-2018,20,25.2,22.1,92,3.7,2.8
29-10-2018,20,25.2,22.2,90,5.6,2.7
30-10-2018,19,25,21.5,89,10.33774296,2.6
31-10-2018,20,25,22.2,86,2.7,1.6
01-11-2018,19,25.8,21.1,92,2,0
02-11-2018,20,27.2,22.6,86,15.6,3.9
03-11-2018,18,26.2,21.2,91,5,5.4
04-11-2018,19,25.7,22,90,8.9,1
05-11-2018,19,26,22.1,92,3.9,2.4
06-11-2018,19,24.1,21.2,92,2.4,2.2
07-11-2018,19,24.2,21.5,92,10.9,0.7
08-11-2018,20,24.4,21.8,91,12.7,0.3
09-11-2018,19,24.6,21.5,92,9.5,0.1
10-11-2018,19,25.4,21.2,92,2.4,0.4
11-11-2018,19,24.2,20.2,95,26,2.6
12-11-2018,19,26.5,22.4,83,35.6,1
13-11-2018,19,25.8,21.5,89,6.5,1.1
14-11-2018,19,24.8,21.7,86,10.2,1.9
15-11-2018,20,29,23.2,81,0.3,0
16-11-2018,20,29.3,24.3,72,0.9,6.7
17-11-2018,20,28,22.5,83,0,8.3
18-11-2018,20,25.8,22.1,90,3.1,6.4
19-11-2018,20,26.4,22.4,87,0,1.9
20-11-2018,19,26.4,21.5,89,13,4.2
21-11-2018,19,25.8,21.2,89,5.6,2.2
22-11-2018,18,27.2,22.1,83,52.6,3.2
23-11-2018,18,25.1,20.8,90,0,8.6
24-11-2018,18,25.6,20.9,90,6.2,2.6
25-11-2018,19,23.8,21,93,41.2,3.6
26-11-2018,19,23.8,20.9,92,9.8,0.4
27-11-2018,18,24.8,20.4,94,38.3,0.1
28-11-2018,19,25.2,21.8,91,28.3,2
29-11-2018,19,24.2,20.5,94,10.33774296,1.3
30-11-2018,20,25.4,21.6,91,31.2,1.2
01-12-2018,18,24.2,21.5,90,2.8,1.8
02-12-2018,19,25.6,21.5,86,0.7,0.1
03-12-2018,19,24.4,21.4,92,3,2
04-12-2018,19,22.8,20.5,97,16,0.1
05-12-2018,18,25.8,21.3,93,24.5,0
06-12-2018,19,25.3,21.2,92,11.5,3.3
07-12-2018,18,26.2,21.1,93,10.8,1.7
08-12-2018,19,25.6,21.7,91,4.3,2.5
09-12-2018,20,25.5,22.5,88,1.4,1.3
10-12-2018,19,26.6,22.1,89,10.33774296,1.4
11-12-2018,20,26.2,22.1,90,10.33774296,1.7
12-12-2018,20,25.2,21.5,90,10.33774296,0.7
13-12-2018,19,26.7,21.6,87,8.3,0.9
14-12-2018,18,26.8,22.1,84,20.6,4.7
15-12-2018,19,23.6,20.6,95,23,3.8
16-12-2018,19,27,22,77,27.7,0
17-12-2018,18,27,22.2,83,3.5,1.3
18-12-2018,19,26.6,21.8,82,0,3.5
19-12-2018,18,27.4,21.8,79,10.33774296,1.5
20-12-2018,19,25.8,21.7,88,3.5,2.5
21-12-2018,19,25.8,21.8,84,0,2.5
22-12-2018,19,24.1,21.7,89,10.33774296,4.1
23-12-2018,20,25.6,21.7,86,10.33774296,0
24-12-2018,20,27,22.8,76,0,2
25-12-2018,19,24.8,21.1,90,0,4.6
26-12-2018,18,22.6,20.2,93,31,0.3
27-12-2018,18,27,21.8,87,0.9,0
28-12-2018,19,27,22.3,80,10.33774296,3.2
29-12-2018,19,27.2,21.8,83,0,4
30-12-2018,20,26.2,22.3,79,2.1,4.2
31-12-2018,19,25,21.1,76,0.1,5
01-01-2019,19,24.5,20.2,94,23.5,0.5
02-01-2019,19.5,26.3,21.2,89,23.3,0.3
03-01-2019,19.6,26,21.8,82,8.8,1.5
04-01-2019,19.6,26.8,22.2,75,0,5.9
05-01-2019,18.6,26.8,22.1,79,2.2,4.2
06-01-2019,19.2,27.2,22.7,82,10.33774296,5.5
07-01-2019,18.8,27.6,21.9,88,0,4.5
08-01-2019,18.7,24.7,21.5,90,30.8,3.4
09-01-2019,19,25,21.3,91,9.3,0
10-01-2019,19.3,25.7,21.4,94,0.7,1.1
11-01-2019,19.2,25.4,21.1,90,9.2,1
12-01-2019,19,25,21.4,90,31.2,2.3
13-01-2019,18.8,26.4,20.8,91,20.2,1.6
14-01-2019,18.6,22.8,20.6,92,29.1,2.6
15-01-2019,19.2,24.6,21.1,90,2.3,0.2
16-01-2019,19,23.6,21.3,89,1.4,0.7
17-01-2019,19.7,23.5,20.9,94,0.1,0.2
18-01-2019,19.5,23.2,20.4,92,4.6,0
19-01-2019,19,23.2,20.2,96,15.7,0
20-01-2019,19.4,23.2,21.1,92,5.4,0
21-01-2019,19.4,23.9,20.6,96,80.3,0
22-01-2019,19.5,22,19.5,94,6.3,0.6
23-01-2019,17.6,22.4,20.7,95,18.2,0
24-01-2019,19.8,22.5,20.7,96,3,0.3
25-01-2019,18.8,24,20.7,93,46.9,1
26-01-2019,19.2,24,21.5,88,11.4,0
27-01-2019,19.8,22.4,20.5,91,0.8,2.1
28-01-2019,18.3,23.4,21,94,1,0
29-01-2019,18.9,23,20.5,93,11.4,0
30-01-2019,19.2,22.5,20.5,96,6.7,0
31-01-2019,18.4,23.7,19.3,88,4.5,0
01-02-2019,18.3,24.2,20.1,91,10,0.1
02-02-2019,18.2,25.1,21.2,87,21.5,3
03-02-2019,18.6,25.1,21,90,10.33774296,3.1
04-02-2019,18.4,27,21.4,84,1.3,2.8
05-02-2019,18.6,26,22.1,85,0,6.1
06-02-2019,18.8,25.3,20.9,92,0.1,4.8
07-02-2019,18.4,26,21.6,87,35.3,3.3
08-02-2019,18.9,26.6,21.7,86,10.33774296,1.9
09-02-2019,18.7,26,21.1,89,10.33774296,6.9
10-02-2019,19,25.9,21.8,88,23.5,5.4
11-02-2019,18.8,25.1,21.1,87,8,5
12-02-2019,18,25,20.9,90,32.9,3.8
13-02-2019,18.6,24.7,21.3,88,10.33774296,3.6
14-02-2019,18.8,25.9,21.4,88,0,1.8
15-02-2019,19,24.2,21.4,94,65.9,4.7
16-02-2019,18.8,24.2,20.9,93,87.4,0.6
17-02-2019,18.8,24.4,20.6,94,7.5,1.7
18-02-2019,19,24.5,21.4,90,11.1,2.2
19-02-2019,18.5,26.4,21.2,90,10.33774296,2.5
20-02-2019,18.8,24.6,20.5,94,30.8,3.9
21-02-2019,19,24,20.8,92,37,2
22-02-2019,19.2,25.7,21.6,88,4.4,3.4
23-02-2019,18.6,25.4,21.4,86,0.7,4.4
24-02-2019,18.8,26,21.9,88,17.6,4.2
25-02-2019,19.2,26.2,22,87,3.4,2.6
26-02-2019,19.6,28.5,23.7,78,29.5,4.8
27-02-2019,20.4,29,24,76,0,8.7
28-02-2019,19.2,26,21.6,87,0,4.9
01-03-2019,19.6,25,21.1,96,8.5,4.3
02-03-2019,19.2,24.3,21.4,90,15.2,1
03-03-2019,19.2,26,21.7,90,14.1,0.6
04-03-2019,19.2,27,22.2,81,2.1,3
05-03-2019,19.2,23.8,21.5,90,10.33774296,2.4
06-03-2019,19.4,23,18.9,94,15.8,0.2
07-03-2019,17.6,25.2,21.2,84,20,0
08-03-2019,19,26.2,21.5,79,0,0
09-03-2019,18.8,26.7,22,84,10.6,2.2
10-03-2019,18.8,25.4,21.4,79,2,1.6
11-03-2019,18.8,24.2,20.9,88,10.33774296,0
12-03-2019,19.5,23.5,20.7,92,5.4,0
13-03-2019,18.8,26.2,21.6,84,14.4,0.1
14-03-2019,18.8,26.6,21.8,83,1.1,3.7
15-03-2019,19.2,27,22.2,77,0,2.7
16-03-2019,18.6,24.6,20.9,92,8.4,3.3
17-03-2019,18.6,25.2,20.7,88,0,0.5
18-03-2019,18.2,25.6,21,84,7.5,0
19-03-2019,19,22.4,20.6,94,9.6,2.5
20-03-2019,19,25.4,21.1,91,7.1,0.7
21-03-2019,18.6,27,21.6,85,3.9,3.9
22-03-2019,19.2,26,22.1,86,1.6,5.1
23-03-2019,20,26.2,22.1,86,3.1,4.8
24-03-2019,20,26,22.4,82,1.4,3.6
25-03-2019,19.8,26.4,21.7,88,0.2,3.4
26-03-2019,19,26,21.7,85,5.7,4.1
27-03-2019,19.4,26,21.3,91,25.4,2.5
28-03-2019,19.4,24,21.3,93,15.5,2.9
29-03-2019,18.4,28.7,22.1,82,3.7,1.2
30-03-2019,18.3,27,22.2,84,10.33774296,7.6
31-03-2019,19.2,25.6,21.8,87,8.5,4.4
01-04-2019,20,25.1,21.6,88,1.6,2.9
02-04-2019,18.4,27.5,21.8,86,5,1.7
03-04-2019,18.4,26.2,21.1,88,10.33774296,3.4
04-04-2019,18.6,26.8,21.7,89,1,5
05-04-2019,19.6,25.7,21.7,89,15.2,6.5
06-04-2019,19.2,28,22.3,84,1.7,3.3
07-04-2019,19.2,29.4,22.4,82,0,5.7
08-04-2019,19.8,26.4,22.6,88,5.5,7.7
09-04-2019,20.2,27.2,23.1,84,0.3,5.2
10-04-2019,19.6,27,22.5,83,0.5,6.3
11-04-2019,20,27.4,22.7,83,0,5.3
12-04-2019,19.6,26,22,85,0.9,5.1
13-04-2019,19.8,27.9,22.9,86,2.6,4.8
14-04-2019,19.2,27,22.2,86,35,5.4
15-04-2019,19.6,25.6,21.7,92,29,4.2
16-04-2019,19,25.4,20.2,92,27,2.8
17-04-2019,19,26.4,21.9,91,25.5,2.7
18-04-2019,19.6,26.9,22.2,90,6,3.6
19-04-2019,20.6,27.4,23,85,4.1,3.9
20-04-2019,17.8,24.2,21.8,92,26.9,4.2
21-04-2019,19.2,28.4,22.7,80,1.1,0.2
22-04-2019,19.8,27.8,23.1,77,0,5.6
23-04-2019,19.8,27.8,22.5,86,0.3,5.8
24-04-2019,19.9,23.6,20.9,92,120.5,6.3
25-04-2019,19.2,26.7,22.6,86,55.9,0.2
26-04-2019,19.4,26.7,21.7,91,68.5,5.2
27-04-2019,19.8,24.2,21,95,11,3.7
28-04-2019,18.8,23.8,21.5,90,14.5,0.8
29-04-2019,19.6,25.3,21.7,92,3.1,1
30-04-2019,19.6,25,21.8,94,0.3,2.2
01-05-2019,20.4,25.4,22.1,91,3.1,0.9
02-05-2019,19.5,26.6,22.4,86,1.5,1.6
03-05-2019,19.8,28.5,23.7,79,1.1,5
04-05-2019,20,27.8,22.9,83,10.33774296,7.1
05-05-2019,19,27.6,22,87,0,6.2
06-05-2019,19,26,21.8,88,39.6,4.7
07-05-2019,19,26.6,22.2,87,0,5.7
08-05-2019,19,25.4,21.1,92,26.2,4.9
09-05-2019,19,25,21.1,93,12.4,2.8
10-05-2019,20,24.8,21.8,91,10.4,2.7
11-05-2019,20,25.6,21.8,92,0,1.7
12-05-2019,20,25.4,21.4,94,0.9,3.7
13-05-2019,20,26.8,22.6,86,16.4,1.4
14-05-2019,19,27.2,22.6,81,10.33774296,5.6
15-05-2019,20,26.6,22.1,87,0,6.2
16-05-2019,20,25.5,22,89,53.4,3.9
17-05-2019,18,26.8,21.4,75,10.33774296,3.7
18-05-2019,18,25.6,21.5,80,0,8.1
19-05-2019,19,26.8,22.2,78,0,5.5
20-05-2019,19,26.8,22.4,84,0.1,7.7
21-05-2019,19,27.4,22.8,83,0,6
22-05-2019,19,25.4,21.8,82,0,7.4
23-05-2019,19,28.6,22.5,75,0.5,3.3
24-05-2019,19,28.2,22.9,74,0,8.5
25-05-2019,19,26.8,22.2,80,0,9.2
26-05-2019,18,25.6,21.5,80,0,6.3
27-05-2019,19,26.6,22.1,85,10.33774296,4.4
28-05-2019,19,28.2,23,84,1.3,4.2
29-05-2019,20,26.4,22.8,84,0,7.7
30-05-2019,20,25.6,21.9,84,10.33774296,4.1
31-05-2019,19,27.3,22.5,80,0.5,3
01-06-2019,19,26.2,21.4,86,0,6.6
02-06-2019,19,25.8,21.2,89,10.33774296,3.1
03-06-2019,19,24.6,21,87,9.3,4.1
04-06-2019,18,26.5,21.7,82,5.3,1
05-06-2019,18,27.6,22.5,83,0,4.8
06-06-2019,19,26.6,22.4,79,0,8.5
07-06-2019,20,25.8,22,86,10.33774296,5.4
08-06-2019,19,25.8,21.6,84,38.8,3.7
09-06-2019,18,26.4,21.6,82,1.5,0
10-06-2019,18,26.4,21.7,81,0.5,5.4
11-06-2019,18,28,22.7,83,0,4.5
12-06-2019,19,28.6,22.9,78,0,5.5
13-06-2019,19,27.4,22.8,82,0,6
14-06-2019,20,27,22.4,86,0,5.6
15-06-2019,20,25.6,22.2,90,4.8,3.4
16-06-2019,20,25.4,21.8,88,0,4.2
17-06-2019,18,25.2,21.1,87,1.7,3.2
18-06-2019,17,27.5,21.4,76,0,3.3
19-06-2019,17,27,21.5,69,0,6.8
20-06-2019,18,27.3,21.8,71,0,7.2
21-06-2019,18,26,20.9,74,0,6.3
22-06-2019,18,26.4,21.2,72,0,6
23-06-2019,17,25.2,21.1,74,0,5.3
24-06-2019,17,25.3,20.5,79,0,3.5
25-06-2019,17,27.2,21.3,73,0,3.6
26-06-2019,17,27.6,22.1,72,0,7
27-06-2019,18,27,21.8,74,0,5.6
28-06-2019,18,26.3,22.2,78,0,7.1
29-06-2019,18,27,21.9,80,0,5.2
30-06-2019,18,26.4,21.5,78,0,6.8
01-07-2019,17,27,21.3,72,0,5
02-07-2019,18,26.6,21.4,75,0,7.6
03-07-2019,18,26.6,22.2,78,0,6
04-07-2019,18,25.8,21.1,80,0,5.2
05-07-2019,19,24.2,21.1,86,0.3,3.9
06-07-2019,18,28,22.1,84,22.3,1.7
07-07-2019,19,26.6,22.4,82,0,7.2
08-07-2019,18,26.4,21.2,89,2,4.5
09-07-2019,18,25,20.8,88,9.3,5.1
10-07-2019,18,24.2,20.5,87,1.5,3.4
11-07-2019,17,25.8,20.3,80,0,2.6
12-07-2019,17,26.4,20.6,81,0,8
13-07-2019,17,26.2,21.2,74,0,6.4
14-07-2019,17,25.4,20.4,78,0,7
15-07-2019,16,24.6,19.5,76,0,3.6
16-07-2019,16,26.1,20.8,72,0,3.5
17-07-2019,16,26,19.9,76,0,9.5
18-07-2019,16,27.2,20.9,74,0,8.5
19-07-2019,17,26.4,22.8,74,0,8.1
20-07-2019,20,27.4,22.7,85.83150868,10.33774296,4.2
21-07-2019,19,28.2,22.6,81,0,1.9
22-07-2019,18,27.3,21.8,85,10.33774296,8.2
23-07-2019,18,27.8,21.5,73,0,6.2
24-07-2019,17,27.8,21.6,73,0,8.9
25-07-2019,17,27.3,21.2,74,0,9
26-07-2019,16,28.3,21,77,0,8
27-07-2019,17,26.2,20.8,80,0,9
28-07-2019,18,26.8,21.6,80,0,6.4
29-07-2019,18,25.4,20.9,82,0,6.5
30-07-2019,17,26,20.6,80,0,5.9
31-07-2019,17,26.8,20.9,78,0,7.1
01-08-2019,17,26.8,21.1,77,0,8.4
02-08-2019,17,26.2,21.2,78,0,6.3
03-08-2019,17,25.6,20.7,81,0,6
04-08-2019,17,27.4,20.8,75,0,3
05-08-2019,16,26.2,20.1,74,0,7
06-08-2019,16,24.5,19.4,73,0,9.3
07-08-2019,16,25.4,20,72,0,5.7
08-08-2019,16,26.8,20.5,76,0,6.7
09-08-2019,17,25.8,20.8,80,0,7.4
10-08-2019,17,26,20.8,73,10.33774296,5.9
11-08-2019,17,26,21.3,77,0,7.8
12-08-2019,17,26.2,20.9,78,0,6.8
13-08-2019,17,26.3,21.5,78,0,5
14-08-2019,18,26,21,83,0,4.9
15-08-2019,18,25.1,20.7,85,0,3.5
16-08-2019,18,26.4,20.9,81,0,3.6
17-08-2019,18,25.2,21.4,82,0.7,4.6
18-08-2019,17,26.6,21.2,74,0,3.5
19-08-2019,17,26.6,21.2,72,0,5.7
20-08-2019,17,25.8,20.9,76,0,6.4
21-08-2019,18,29,23.1,70,0,4.3
22-08-2019,18,26.2,21,82,0,8.1
23-08-2019,18,27,21.5,77,0.6,5.1
24-08-2019,17,25.6,20.6,79,0,6.1
25-08-2019,17,26.3,20.7,77,0,4.5
26-08-2019,17,26,21.3,81,0,7.4
27-08-2019,18,25,21.2,85,0,2.6
28-08-2019,19,25.8,20.7,90,11.5,2.2
29-08-2019,17,26,21.4,81,6,2.7
30-08-2019,17,27.4,21.8,72,0,4.2
31-08-2019,16,27.4,20.5,63,10.33774296,7.6
01-09-2019,16,27,21.1,81,0,5.8
02-09-2019,17,26.8,21.7,84,0,4
03-09-2019,18,27.2,21.6,81,0,3
04-09-2019,18,26.6,21.9,73,0,3.2
05-09-2019,18,24.1,20.7,90,0.6,1.6
06-09-2019,16,25.2,20.3,78,0.1,0.5
07-09-2019,16,25.8,20.6,75,1,1.8
08-09-2019,17,26.7,21,78,0,2.5
09-09-2019,17,26.5,21.5,81,0,2.5
10-09-2019,18,29.2,22.3,70,0,1.9
11-09-2019,18,30,23.4,58,0,3.4
12-09-2019,18,28,21.9,64,0,6.7
13-09-2019,18,27.6,20.9,78,0,7.4
14-09-2019,16,25.6,20,70,0,8.7
15-09-2019,16,26.2,20.5,74,0,6.3
16-09-2019,17,27.6,22.1,74,0,5.6
17-09-2019,18,28,22,78,0,7
18-09-2019,18,27,21.3,74,0,8
19-09-2019,17,26.4,21.6,81,0.7,3.6
20-09-2019,18,27,21.3,80,0,5
21-09-2019,17,27.8,21.5,72,10.33774296,5.6
22-09-2019,17,28.4,21.6,72,0,7.6
23-09-2019,17,29.4,24,64,0,9.5
24-09-2019,19,29.7,23.8,70,0,8.7
25-09-2019,20,27,22.5,79,0,8
26-09-2019,18,28.8,22,79,0,4.7
27-09-2019,18,28,22.1,80,3.4,5.7
28-09-2019,18,27.8,22.3,80,0,6.7
29-09-2019,18,27.6,21.2,84,0,6.4
30-09-2019,18,27.2,21.4,81,0,3.5
01-10-2019,18,28.2,22.3,70,0,4.8
02-10-2019,18,27.2,22.3,76,0,7.5
03-10-2019,18,27.8,22.1,82,10.33774296,5.2
04-10-2019,18,30.4,23,70,0,7.1
05-10-2019,18,29.9,23.9,49,0,8.4
06-10-2019,17,28.3,21.7,75,0,8.8
07-10-2019,17,28.4,22.2,68,0,6.5
08-10-2019,18,26.8,21.4,78,0,7.3
09-10-2019,17,26,21,83,109,5.1
10-10-2019,18,25.2,20.8,89,10.33774296,4.9
11-10-2019,18,27.4,21.9,86,44.4,1.9
12-10-2019,18,27.4,21.1,86,0,5.5
13-10-2019,18,27,21.7,76,19.1,6.5
14-10-2019,18,28,22.4,80,0.4,5.6
15-10-2019,19,25.8,21.4,86,0,8.2
16-10-2019,18,27,21.7,85,0.5,5.2
17-10-2019,18,27,21.9,84,0,5.7
18-10-2019,18,26.5,21.8,88,1.1,5.7
19-10-2019,18,27.4,22.1,84,0,6
20-10-2019,18,28.6,22.1,80,0,8.1
21-10-2019,19,30,25.6,52,0,9.3
22-10-2019,19,31.2,24,62,0,10
23-10-2019,19,29,24,68,0,9.5
24-10-2019,19,28.8,23.1,72,0,8.6
25-10-2019,19,27.8,22.5,81,0,8.7
26-10-2019,18,27.3,21.4,77,0,7.1
27-10-2019,18,26.2,21.6,88,5.6,6
28-10-2019,19,27.8,22,80,0,3.9
29-10-2019,18,26,21.4,81,0,7.5
30-10-2019,18,27,21.8,77,0.1,3.2
31-10-2019,18,27,22.3,79,0,6.2
01-11-2019,18,25.3,21.2,85,0,5.6
02-11-2019,17,26.2,20.6,86,0,3.3
03-11-2019,18,25.8,21.3,88,0.1,5.6
04-11-2019,18,25.6,21.1,86,7.3,3.7
05-11-2019,18,27.5,21.4,80,10.33774296,2.3
06-11-2019,18,27.2,22,77,10.33774296,5.2
07-11-2019,17,28.7,23.3,65,0,6.2
08-11-2019,20,28.6,23.7,71,0,8.5
09-11-2019,20,28.6,23.6,70,10.33774296,8.8
10-11-2019,18,28.2,23.7,72,0,8.3
11-11-2019,19,28,21.8,82,0,6.8
12-11-2019,19,27.4,22.4,86,3.8,5.4
13-11-2019,19,26.8,21.9,86,10.33774296,3.7
14-11-2019,20,27.1,22.4,84,9.4,3.4
15-11-2019,20,28.2,21.8,83,0,1.5
16-11-2019,17,28.2,22.5,70,28,5
17-11-2019,17,29.4,22.8,77,0,8
18-11-2019,19,30.4,23.5,72,0,9.4
19-11-2019,19,28.8,23,81,0,8.9
20-11-2019,18,25.8,20.8,87,10,7
21-11-2019,19,25.8,22,90,46.8,2.3
22-11-2019,19,25.2,21.2,92,0.6,3.5
23-11-2019,18,26.2,21.4,89,14.2,0.6
24-11-2019,18,27,21.9,79,9.9,2.5
25-11-2019,19,26.3,21.9,85,0.1,4.6
26-11-2019,19,27.4,22.2,87,0,2.2
27-11-2019,20,26.6,22.3,88,10.33774296,1.6
28-11-2019,19,26.8,22.2,86,1.1,1.9
29-11-2019,20,26.5,22.5,89,0,1.6
30-11-2019,20,25.6,22.2,92,12.5,1.2
01-12-2019,20,25.8,21.9,93,9.3,0.6
02-12-2019,19,26.7,22.2,88,36.5,0.5
03-12-2019,20,26.1,22.2,85,0,3.7
04-12-2019,19,26.8,22.5,84,0.5,0.3
05-12-2019,20,25,22.1,92,2.4,1.6
06-12-2019,20,25.3,22,92,1.7,0.5
07-12-2019,19,23.1,20.8,95,4.5,0.6
08-12-2019,19,26.2,21.7,88,10.33774296,0
09-12-2019,19,27,22.4,88,2.5,2.2
10-12-2019,20,25,21.7,92,3,4
11-12-2019,19,26.5,21.5,88,0,0.4
12-12-2019,19,25.6,20.6,93,16,0.1
13-12-2019,19,25.6,21.1,90,0,0
14-12-2019,19,24.8,21.2,90,14,0.9
15-12-2019,19,24.4,21.2,91,39.5,0.2
16-12-2019,20,25.6,21.5,90,4.8,0
17-12-2019,19,23.6,20.2,96,24.4,1.1
18-12-2019,19,24.4,21.4,88,20.7,0
19-12-2019,19,25.3,21.4,93,19.6,0.6
20-12-2019,19,27.8,22.3,87,2.5,1.3
21-12-2019,20,26.1,22,92,10.5,3.3
22-12-2019,19,25.6,21.1,90,0.1,1
23-12-2019,19,26.8,21.7,87,10.2,0
24-12-2019,19,25.6,21.8,87,0,1.5
25-12-2019,19,23.6,21.1,94,5.4,0.5
26-12-2019,19,24.1,21.3,91,17,0
27-12-2019,20,23.4,20.6,96,3,0
28-12-2019,19,23,20.7,94,13.7,0.1
29-12-2019,19,23.6,20.9,92,1.6,0
30-12-2019,19,25.6,21.8,91,0,0.7
31-12-2019,20,24.2,20.8,96,57.5,3.2
01-01-2020,19.3,24.3,19.3,98,60,0
02-01-2020,19,22,20.1,96,73.7,0
03-01-2020,19.2,23.6,21.1,93,6.8,0
04-01-2020,19.5,22.3,21,95,0.8,0.2
05-01-2020,19.7,22.8,20.8,94,5.8,0
06-01-2020,19.8,22,20.4,98,5.8,0
07-01-2020,19.6,23,20.7,97,20.4,0
08-01-2020,19.8,23,20.4,96,6.5,0
09-01-2020,20,22.8,20.1,98,25.3,0
10-01-2020,19.3,23.5,20.3,92,44,0
11-01-2020,18.4,23.8,20.7,87,1.8,0
12-01-2020,18.8,25.6,21.8,82,0.1,1.2
13-01-2020,18.6,24,20.9,91,0,7.6
14-01-2020,18,24.6,21.2,88,2.3,0.9
15-01-2020,18.6,24,21.4,92,11,4.9
16-01-2020,18.6,25.7,21.5,88,0.7,1
17-01-2020,19,26.4,21.8,87,0.2,3.2
18-01-2020,19.6,22.5,21.2,92,1,3.8
19-01-2020,19.8,25.2,22,89,0,0.1
20-01-2020,20,24.8,21.8,92,9.6,1.6
21-01-2020,19.8,24.6,21.7,92,8.3,2.2
22-01-2020,19.4,25.3,21.8,90,0,1.4
23-01-2020,19.8,25,21.6,92,1.1,2.6
24-01-2020,19.2,25.6,20.9,93,43.3,1.6
25-01-2020,19.3,21.8,20.1,98,2.8,2.6
26-01-2020,18.8,26.4,21.5,91,23.1,0
27-01-2020,19.2,25.4,21.1,96,5.9,3.3
28-01-2020,19,26.1,21.6,92,23.2,3
29-01-2020,19.2,27.1,22.2,85,0,4
30-01-2020,18.7,24.9,21.5,88,37.8,5.1
31-01-2020,19.4,23.6,20.7,93,0,1.6
01-02-2020,19.5,23.2,20.6,96,13.8,0.2
02-02-2020,19,22.2,20.1,95,20.6,0
03-02-2020,18,23.4,20.3,92,3.8,0
04-02-2020,19,21.8,20.5,95,2.3,0.5
05-02-2020,19.1,23.4,20.4,93,4.7,0
06-02-2020,19.4,22,20.7,97,42.8,0.7
07-02-2020,19.5,23.4,20.7,94,4.2,0
08-02-2020,19.3,24.2,21,92,118.7,0.3
09-02-2020,18.6,24.1,21.1,86,8,1.3
10-02-2020,19.3,27.2,22.5,76,0.7,0.9
11-02-2020,19.9,25.9,22.7,80,0,7.6
12-02-2020,19.8,26.8,22.1,91,0,3.3
13-02-2020,19.6,26.4,21.6,90,2,4.6
14-02-2020,18.6,24.3,20.5,95,8.6,2
15-02-2020,18.8,25.2,20.8,95,2.2,3
16-02-2020,19.2,23.8,20.9,90,8.2,3.5
17-02-2020,19,26.6,21.6,86,19.4,1.9
18-02-2020,18.8,24.7,20.2,95,1.9,0.7
19-02-2020,18.7,21.8,19.9,97,30.3,2.3
20-02-2020,18.9,20.6,19.9,99,76.4,0.2
21-02-2020,19.6,22,20.3,96,32.2,0
22-02-2020,19.6,23.4,21.3,97,19.1,0
23-02-2020,19.7,22.2,20.6,98,16.9,0.3
24-02-2020,19.6,21.6,20.1,98,41.6,0
25-02-2020,19.4,21,20,99,37.2,0
26-02-2020,19.2,24.2,21.3,94,7.6,0
27-02-2020,19.8,23.2,21.3,95,3.5,0.6
28-02-2020,20.4,23.5,21.2,97,2.4,0.4
29-02-2020,19.7,25.1,21.1,95,8,0
01-03-2020,20,24.2,21.6,97,33.8,2.8
02-03-2020,20.6,25.8,22.4,87,32.2,3.6
03-03-2020,19.6,26.6,22.1,86,7.6,3.2
04-03-2020,19.2,26.4,21.5,88,10.4,5.2
05-03-2020,19.3,24.4,21.7,77,11.5,3.9
06-03-2020,19.3,25.6,22,82,9.7,0
07-03-2020,19.2,26.4,22,86,13.7,5.3
08-03-2020,19.6,25.2,21.8,90,0,4
09-03-2020,20,26.6,23,80,3.8,3.6
10-03-2020,19.7,27.2,22.5,80,0,1
11-03-2020,19.7,26.2,22.4,88,3.9,4.8
12-03-2020,20.2,23.3,21.6,94,15.3,3.3
13-03-2020,19.5,26,22.1,90,35.4,0
14-03-2020,19.9,26.2,22.2,84,0,5.7
15-03-2020,19.4,26.4,21.4,90,0.9,2.8
16-03-2020,19.6,24.6,20.9,96,43.4,4.1
17-03-2020,18.9,26.4,21.8,90,30.7,2
18-03-2020,19.5,26.2,20.9,96,2,5.5
19-03-2020,19.2,23.6,20.8,94,1.5,0.8
