Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2015-05-31,"24,6","32,6","28,4",81.0,,"6,7",4.0,110.0,2.0,SE
2015-06-01,"22,8","33,4","29,9",70.0,0,"2,5",3.0,180.0,2.0,SE
2015-06-02,24,"33,2","28,5",79.0,,"9,4",4.0,150.0,2.0,SE
2015-06-03,"23,4","33,8","30,2",70.0,3,"6,3",4.0,310.0,2.0,NW
2015-06-04,"24,4","33,2","29,2",78.0,"1,5","9,3",5.0,340.0,2.0,SE
2015-06-05,25,"32,6","28,9",80.0,,"4,5",5.0,330.0,2.0,S 
2015-06-06,"23,7","32,8","29,5",78.0,"2,6","7,5",4.0,300.0,2.0,NW
2015-06-07,"23,8","33,2","29,7",76.0,0,"6,5",4.0,330.0,2.0,N 
2015-06-08,"24,6","32,2","28,9",74.0,,"5,4",4.0,210.0,2.0,SW
2015-06-09,"23,4",33,"28,9",75.0,,0,5.0,310.0,2.0,SE
2015-06-10,"23,8","33,6","29,8",75.0,0,"4,1",4.0,300.0,2.0,SE
2015-06-11,24,"32,6","28,9",74.0,,"7,5",6.0,330.0,3.0,SE
2015-06-12,24,"33,2","28,1",79.0,"2,7","6,6",4.0,160.0,2.0,SE
2015-06-13,"23,4","32,2","28,9",74.0,"1,2","2,1",4.0,320.0,2.0,NW
2015-06-14,24,31,"28,2",81.0,,"4,1",3.0,140.0,2.0,SE
2015-06-15,"23,4","29,4","25,8",86.0,,0,7.0,160.0,3.0,S 
2015-06-16,"22,8","32,8","28,9",74.0,"5,4",0,4.0,160.0,2.0,SE
2015-06-17,"22,8","29,6",27,82.0,"2,3","1,8",4.0,320.0,2.0,SE
2015-06-18,"22,8",33,"27,6",79.0,4,"0,7",3.0,150.0,2.0,N 
2015-06-19,23,"33,8","28,9",74.0,0,0,5.0,150.0,2.0,S 
2015-06-20,"23,4","32,8","28,9",74.0,,"4,7",3.0,190.0,2.0,S 
2015-06-21,"21,8","34,6","28,9",74.0,,"0,4",5.0,170.0,2.0,S 
2015-06-22,"22,6","33,8","30,1",61.0,0,8,5.0,200.0,3.0,S 
2015-06-23,"22,2","34,4","30,7",58.0,,"7,6",5.0,140.0,2.0,S 
2015-06-24,"22,6","34,4",30,64.0,,"9,1",5.0,160.0,3.0,S 
2015-06-25,"23,6","35,2","31,5",57.0,0,"6,1",5.0,170.0,3.0,S 
2015-06-26,,,,,,,,,,
2015-06-27,"22,8","34,2","30,7",60.0,,"1,6",5.0,170.0,3.0,S 
2015-06-28,"21,8","34,8","29,9",65.0,0,"8,3",4.0,190.0,3.0,SE
2015-06-29,"23,2",34,"28,6",76.0,,"3,6",4.0,320.0,3.0,S 
2015-06-30,"22,6","34,2","30,1",65.0,,"8,1",6.0,340.0,3.0,SE
2015-07-01,"21,4","34,6","30,7",61.0,0,"7,7",4.0,330.0,2.0,S 
2015-07-02,"22,4","35,4","28,9",74.0,,"9,8",4.0,130.0,2.0,SE
2015-07-03,"23,4","33,6","30,4",66.0,,"9,6",6.0,300.0,3.0,S 
2015-07-04,24,"33,4",30,66.0,"15,7","8,8",6.0,170.0,3.0,S 
2015-07-05,24,"32,8","30,5",62.0,"1,4",9,4.0,170.0,3.0,S 
2015-07-06,"23,6",32,"28,3",75.0,"3,2","4,7",4.0,180.0,2.0,S 
2015-07-07,"24,2",29,"26,3",83.0,"12,9",1,7.0,260.0,2.0,N 
2015-07-08,"25,2","32,8","29,5",68.0,"7,4",0,4.0,210.0,3.0,SW
2015-07-09,25,"32,8","30,1",66.0,2,"4,4",6.0,180.0,3.0,S 
2015-07-10,"26,4","33,4","28,9",74.0,,"3,5",3.0,230.0,2.0,SW
2015-07-11,"26,2",34,"28,9",74.0,,"5,1",6.0,270.0,3.0,SW
2015-07-12,"26,2","34,2","30,8",63.0,,"9,2",4.0,230.0,2.0,SW
2015-07-13,"24,4","31,4",28,80.0,"19,4","7,3",4.0,230.0,2.0,SW
2015-07-14,"25,6","31,8","27,9",79.0,"8,9",0,4.0,140.0,2.0,SW
2015-07-15,24,"32,2","28,7",66.0,"21,8","2,2",7.0,170.0,4.0,S 
2015-07-16,23,"34,4",30,66.0,1,"0,1",3.0,310.0,2.0,S 
2015-07-17,"22,8","34,2","28,9",74.0,,7,4.0,190.0,2.0,S 
2015-07-18,"23,2",30,"28,9",74.0,,"6,5",4.0,310.0,2.0,SE
2015-07-19,24,"34,8","29,4",69.0,"3,4","3,6",3.0,140.0,2.0,SW
2015-07-20,"24,2","32,8","30,4",62.0,,"1,8",5.0,170.0,2.0,S 
2015-07-21,"22,8","31,2","27,7",79.0,"2,8","2,9",3.0,300.0,2.0,NW
2015-07-22,,,,,,,,,,
2015-07-23,"22,8","32,8","29,4",77.0,,7,4.0,320.0,2.0,NW
2015-07-24,"24,6",34,"30,6",73.0,"1,3","6,1",4.0,320.0,2.0,E 
2015-07-25,"25,2","32,8","27,7",81.0,0,"7,5",6.0,340.0,3.0,N 
2015-07-26,"22,2",33,"28,9",74.0,1,"5,4",4.0,300.0,2.0,SE
2015-07-27,"22,4","33,2",28,74.0,"0,5","5,9",4.0,300.0,2.0,SE
2015-07-28,"22,6","33,2","29,5",72.0,0,"5,7",5.0,320.0,3.0,NW
2015-07-29,"23,6",32,"28,7",76.0,"1,7","7,9",4.0,300.0,2.0,S 
2015-07-30,"23,2",33,"27,6",80.0,,"4,1",5.0,100.0,2.0,SE
2015-07-31,23,"31,2","27,8",75.0,"1,8","1,3",3.0,100.0,2.0,N 
2015-08-01,"22,6","31,4","28,3",77.0,,0,5.0,280.0,3.0,SE
2015-08-02,"22,4","33,8","27,9",78.0,,4,5.0,180.0,2.0,S 
2015-08-03,24,28,"27,5",74.0,"3,6",4,4.0,180.0,2.0,S 
2015-08-04,"22,6","33,4","29,7",62.0,1,"0,8",5.0,170.0,3.0,S 
2015-08-05,"23,2","33,6",30,66.0,1,"8,4",3.0,180.0,2.0,S 
2015-08-06,23,"33,2","30,4",61.0,4,"2,6",5.0,230.0,4.0,SW
2015-08-07,"24,8","31,4","28,6",72.0,1,"3,8",4.0,190.0,3.0,S 
2015-08-08,"24,2",33,"27,8",76.0,2,"1,3",3.0,90.0,2.0,S 
2015-08-09,"23,4",33,"30,1",67.0,"4,5",0,4.0,240.0,2.0,S 
2015-08-10,"23,8","32,6","29,4",72.0,0,"6,4",3.0,200.0,2.0,S 
2015-08-11,"23,8","33,4","29,4",73.0,"7,8","4,6",4.0,340.0,2.0,SE
2015-08-12,"24,2",32,"28,9",74.0,0,"1,7",3.0,140.0,2.0,SE
2015-08-13,"23,4","33,6","28,9",74.0,0,"0,4",4.0,200.0,2.0,S 
2015-08-14,"22,6","33,8","29,7",69.0,,"5,7",4.0,300.0,3.0,S 
2015-08-15,23,"33,4","28,9",74.0,,8,5.0,300.0,2.0,SE
2015-08-16,"24,4","32,4","28,9",74.0,"2,8","7,5",5.0,210.0,2.0,SE
2015-08-17,"22,2",34,"28,9",74.0,"1,2","7,4",5.0,10.0,2.0,N 
2015-08-18,"23,2",33,"28,9",74.0,0,"5,1",5.0,310.0,2.0,SE
2015-08-19,"23,2","32,4","28,9",74.0,0,7,4.0,320.0,3.0,E 
2015-08-20,"23,6","33,8","28,9",74.0,"0,3","8,4",4.0,300.0,2.0,N 
2015-08-21,"22,2","32,8","28,9",74.0,,,6.0,180.0,3.0,S 
2015-08-22,"22,6","34,8","28,9",74.0,0,"5,5",4.0,200.0,2.0,S 
2015-08-23,"23,4","34,6","28,9",74.0,,"7,1",4.0,140.0,2.0,E 
2015-08-24,23,35,"31,1",57.0,0,"6,1",4.0,220.0,3.0,SW
2015-08-25,,,,,,,,,,
2015-08-26,"22,4","34,4","29,4",68.0,,"9,3",3.0,330.0,2.0,SE
2015-08-27,"23,4","34,2","28,9",74.0,0,"7,2",7.0,320.0,3.0,SE
2015-08-28,"24,2","30,8","28,9",74.0,,"5,8",4.0,160.0,2.0,S 
2015-08-29,"23,6","32,8","28,9",74.0,,"2,2",5.0,340.0,2.0,SE
2015-08-30,,,,,,,,,,
2015-08-31,"22,2",34,"28,9",74.0,,"3,4",4.0,110.0,2.0,E 
2015-09-01,23,"34,2","28,9",74.0,,"4,6",4.0,8.0,2.0,SE
2015-09-02,"23,2","34,6","28,9",74.0,"1,3","2,9",5.0,160.0,2.0,SE
2015-09-03,"24,6","33,2","28,9",74.0,"4,2","6,9",3.0,30.0,2.0,S 
2015-09-04,"23,8","27,6","28,9",74.0,"30,5","4,5",3.0,80.0,1.0,SE
2015-09-05,22,30,"28,9",74.0,"2,9",0,3.0,130.0,2.0,NW
2015-09-06,"23,2","33,6","28,9",74.0,,0,4.0,310.0,2.0,SE
2015-09-07,"23,2","33,6","28,6",76.0,2,5,5.0,320.0,2.0,SE
2015-09-08,"23,6","32,8","28,9",74.0,,"6,7",5.0,310.0,3.0,NW
2015-09-09,23,31,"28,9",74.0,,"7,4",3.0,260.0,2.0,SE
2015-09-10,"22,4","33,6","28,9",74.0,"2,2","0,3",3.0,130.0,2.0,SE
2015-09-11,23,32,27,81.0,0,"5,2",3.0,100.0,1.0,N 
2015-09-12,22,"33,6","28,4",75.0,"5,5","4,3",3.0,120.0,2.0,SE
2015-09-13,"23,4",32,"27,9",82.0,"3,1","5,8",3.0,210.0,2.0,SE
2015-09-14,"23,2","33,8","29,7",63.0,"27,5",,5.0,230.0,2.0,N 
2015-09-15,"21,8","33,4","29,4",64.0,,"6,6",5.0,180.0,2.0,S 
2015-09-16,"24,6","32,8","30,5",63.0,,"3,8",4.0,170.0,3.0,S 
2015-09-17,"25,4",31,"28,3",69.0,0,"2,9",6.0,190.0,3.0,S 
2015-09-18,"23,8","34,2","29,4",71.0,7,0,3.0,160.0,2.0,S 
2015-09-19,"23,6","33,4",30,75.0,,"2,4",3.0,310.0,2.0,W 
2015-09-20,"24,2",31,"27,4",83.0,"0,7","6,7",4.0,120.0,1.0,N 
2015-09-21,"23,2",33,"28,9",76.0,,0,5.0,310.0,2.0,SE
2015-09-22,"23,6","33,4","28,1",77.0,"3,5","5,6",4.0,330.0,2.0,SE
2015-09-23,"22,4",32,"27,4",77.0,0,0,5.0,190.0,2.0,S 
2015-09-24,"22,8","33,6","28,6",67.0,"0,8","1,5",6.0,160.0,2.0,S 
2015-09-25,"23,2","33,6","29,2",68.0,12,"2,9",4.0,180.0,3.0,S 
2015-09-26,23,"32,6","28,9",72.0,,"3,1",3.0,100.0,1.0,N 
2015-09-27,"23,4","32,6","27,2",80.0,"0,8","1,5",5.0,320.0,2.0,N 
2015-09-28,"23,6",33,"28,6",72.0,"4,6","1,6",3.0,330.0,2.0,NW
2015-09-29,"23,6","28,2","26,4",84.0,0,0,3.0,20.0,1.0,N 
2015-09-30,"22,4","34,2","29,6",68.0,"3,5",0,3.0,290.0,2.0,SE
2015-10-01,"23,6",33,28,79.0,,"6,8",3.0,130.0,2.0,SE
2015-10-02,23,"33,6","29,8",69.0,3,"1,8",3.0,280.0,2.0,SE
2015-10-03,"22,2","34,4",29,72.0,0,"5,1",3.0,20.0,2.0,SE
2015-10-04,"22,4","34,6","30,2",65.0,"2,5","6,2",4.0,160.0,2.0,SE
2015-10-05,"23,2","32,6","28,1",78.0,,7,5.0,310.0,3.0,SE
2015-10-06,"22,8","30,6","27,5",80.0,"7,8","0,4",3.0,150.0,2.0,SE
2015-10-07,"23,6","30,2","27,5",81.0,0,0,3.0,100.0,2.0,E 
2015-10-08,"22,2",33,"28,9",72.0,,"0,3",6.0,180.0,3.0,S 
2015-10-09,24,32,"27,5",81.0,"6,5",0,4.0,290.0,2.0,SE
2015-10-10,"22,2","32,4",28,78.0,"4,1","2,8",3.0,320.0,2.0,N 
2015-10-11,"23,4","33,6","28,2",77.0,"4,2","4,1",4.0,140.0,1.0,SE
2015-10-12,23,"32,6","27,8",79.0,"2,1","4,6",5.0,200.0,2.0,SE
2015-10-13,"23,6","32,4","28,4",80.0,11,"5,8",3.0,120.0,2.0,SE
2015-10-14,"23,2","31,8","27,6",82.0,"5,5","2,8",4.0,290.0,2.0,SE
2015-10-15,"23,2","31,6","26,4",85.0,"14,3","4,8",3.0,140.0,2.0,SE
2015-10-16,"22,8","31,6","28,1",81.0,"25,5","3,8",3.0,140.0,2.0,N 
2015-10-17,"24,4","32,8",29,76.0,,"4,9",3.0,330.0,2.0,NW
2015-10-18,"23,4","33,2",29,76.0,,"4,1",4.0,170.0,2.0,N 
2015-10-19,24,33,"29,3",74.0,0,"4,9",4.0,340.0,2.0,N 
2015-10-20,"24,6","31,6",28,83.0,"0,2","6,8",3.0,360.0,1.0,N 
2015-10-21,"23,8","32,2","28,5",79.0,"7,4","2,1",3.0,340.0,2.0,SE
2015-10-22,24,33,"28,3",84.0,"4,3","6,6",8.0,270.0,2.0,SE
2015-10-23,"24,6",31,"28,1",84.0,"12,8",5,3.0,300.0,1.0,N 
2015-10-24,"24,2","31,8","28,2",80.0,"2,6","2,4",4.0,150.0,2.0,SE
2015-10-25,"22,8","31,2","27,9",83.0,"1,8","2,3",3.0,150.0,1.0,N 
2015-10-26,"23,2","32,2","27,1",86.0,"38,2",0,3.0,310.0,2.0,SE
2015-10-27,"23,8","29,6","26,7",88.0,"15,4","2,5",3.0,320.0,1.0,N 
2015-10-28,"23,4","30,4",26,89.0,"1,2",0,3.0,350.0,1.0,S 
2015-10-29,"23,8",30,"27,7",81.0,"35,1","2,3",3.0,160.0,1.0,SE
2015-10-30,"23,8","32,8","29,1",74.0,,"0,5",3.0,120.0,2.0,SE
2015-10-31,"23,4","30,8",28,79.0,1,"5,6",3.0,310.0,1.0,SE
2015-11-01,"23,8","30,4","27,4",83.0,,"1,6",3.0,20.0,1.0,N 
2015-11-02,24,32,"27,1",84.0,"11,4","2,1",3.0,210.0,2.0,E 
2015-11-03,"22,8","31,6","28,2",77.0,2,"1,8",4.0,340.0,2.0,N 
2015-11-04,"23,2","30,2",27,84.0,"4,2","3,8",3.0,1.0,2.0,N 
2015-11-05,"23,6",31,"25,9",88.0,"4,9","4,1",2.0,130.0,1.0,N 
2015-11-06,"22,8","32,2","27,7",80.0,"8,7","2,5",5.0,150.0,1.0,S 
2015-11-07,"23,2","32,4","28,6",79.0,58,"0,7",3.0,140.0,1.0,N 
2015-11-08,"24,6","32,4","28,9",76.0,,"4,6",2.0,120.0,1.0,N 
2015-11-09,"23,4","32,2","27,9",81.0,0,"5,1",6.0,150.0,1.0,N 
2015-11-10,24,"28,2","26,2",91.0,"63,4","6,6",3.0,270.0,1.0,W 
2015-11-11,"23,6","30,2","27,3",83.0,"25,6","0,8",3.0,310.0,2.0,NW
2015-11-12,"23,8","32,6","28,4",79.0,"1,6","1,4",4.0,330.0,2.0,SE
2015-11-13,"23,6","31,6","27,5",84.0,"10,3","5,7",3.0,290.0,1.0,N 
2015-11-14,"23,6","32,4","28,3",79.0,"6,5","4,8",4.0,200.0,2.0,SE
2015-11-15,24,"30,6","27,7",82.0,"1,5","4,6",4.0,320.0,2.0,SE
2015-11-16,23,"32,2","27,4",83.0,"1,7","5,7",4.0,70.0,2.0,N 
2015-11-17,"23,2","31,6","28,6",76.0,"11,3","1,3",5.0,110.0,2.0,SE
2015-11-18,23,"32,6","28,9",77.0,,"5,7",3.0,320.0,2.0,NW
2015-11-19,"24,2","30,2","26,7",86.0,"0,8","5,6",2.0,320.0,1.0,N 
2015-11-20,"23,4","31,6","27,8",80.0,"30,6","0,1",5.0,120.0,2.0,SE
2015-11-21,"23,6",33,"29,9",71.0,0,"3,6",5.0,120.0,3.0,SE
2015-11-22,24,"31,6","28,7",75.0,"0,5","8,5",4.0,130.0,3.0,SE
2015-11-23,"24,6","32,6","28,7",76.0,0,"2,3",5.0,310.0,3.0,SE
2015-11-24,24,"31,2","27,6",82.0,"16,5",4,4.0,140.0,2.0,NW
2015-11-25,24,"29,6","27,6",83.0,"7,3","2,2",2.0,150.0,1.0,N 
2015-11-26,"24,6","33,6","28,6",81.0,,0,4.0,320.0,2.0,N 
2015-11-27,"23,6","31,6","28,5",78.0,7,"5,3",5.0,320.0,2.0,NW
2015-11-28,"23,6","33,6",29,77.0,"16,9",4,4.0,320.0,2.0,SE
2015-11-29,"23,8",31,"27,6",84.0,"14,9","7,3",5.0,160.0,1.0,N 
2015-11-30,"23,6",33,"28,1",79.0,18,"3,2",3.0,120.0,2.0,SE
2015-12-01,"23,2","30,4","26,7",85.0,"0,3","2,7",4.0,330.0,2.0,SE
2015-12-02,"22,8","32,4","27,7",82.0,"43,6",2,5.0,340.0,2.0,N 
2015-12-03,"24,4",33,"28,5",80.0,"2,5","5,5",3.0,200.0,2.0,SE
2015-12-04,24,32,"27,4",84.0,,"6,1",3.0,330.0,2.0,SE
2015-12-05,"23,6","32,4","28,7",79.0,"45,1","4,3",3.0,320.0,2.0,SE
2015-12-06,"24,8",32,"26,6",88.0,"13,4","5,4",5.0,270.0,3.0,SE
2015-12-07,,,,,,,,,,
2015-12-08,24,"33,4","30,1",71.0,,"6,2",4.0,120.0,2.0,SE
2015-12-09,"24,6","31,6","28,6",79.0,,"7,1",5.0,20.0,2.0,N 
2015-12-10,"24,6","31,2","27,9",84.0,5,"5,5",4.0,350.0,1.0,N 
2015-12-11,24,32,"28,7",80.0,"0,7","2,5",4.0,350.0,1.0,N 
2015-12-12,24,"31,6","27,9",82.0,"4,1","5,2",5.0,350.0,2.0,N 
2015-12-13,"23,4","30,2","27,9",80.0,"10,5",4,3.0,160.0,1.0,N 
2015-12-14,"22,8",32,"28,4",78.0,,0,3.0,320.0,2.0,N 
2015-12-15,"23,6","30,2","27,6",83.0,0,5,3.0,90.0,1.0,E 
2015-12-16,"22,6","32,6","29,1",72.0,,"0,4",2.0,140.0,1.0,E 
2015-12-17,"22,2","32,4","29,1",68.0,,"5,1",4.0,120.0,2.0,SE
2015-12-18,22,"30,6","27,6",75.0,0,8,5.0,150.0,2.0,SE
2015-12-19,"23,8",30,26,86.0,"2,7","2,6",4.0,150.0,2.0,S 
2015-12-20,"22,6","30,4","27,7",76.0,"5,4","1,9",3.0,110.0,2.0,SE
2015-12-21,"23,2","31,6","28,9",68.0,0,"1,7",3.0,140.0,2.0,SE
2015-12-22,"22,2",30,"27,6",77.0,0,"2,5",3.0,130.0,1.0,E 
2015-12-23,"23,4",32,"28,2",74.0,,"0,3",3.0,330.0,2.0,SE
2015-12-24,"23,2",33,"28,9",73.0,,"3,3",3.0,340.0,2.0,SE
2015-12-25,"23,6","33,2",30,71.0,,"6,1",3.0,120.0,2.0,SE
2015-12-26,"23,8","33,8","29,2",75.0,,"7,7",4.0,160.0,2.0,S 
2015-12-27,"24,2","30,8","27,5",87.0,"10,9","6,2",3.0,340.0,2.0,N 
2015-12-28,24,"32,6","28,6",78.0,4,"2,3",5.0,100.0,2.0,SE
2015-12-29,"23,6","30,8","27,6",83.0,"5,4","6,1",5.0,140.0,3.0,SE
2015-12-30,"23,2",32,29,72.0,"0,7","3,5",7.0,140.0,4.0,SE
2015-12-31,"21,4","31,2","28,1",70.0,,"7,8",5.0,120.0,3.0,SE
2016-01-01,"22,4",32,29,70.0,,"8,9",5.0,100.0,4.0,E 
2016-01-02,"23,8",32,"28,6",75.0,0,"6,8",4.0,120.0,3.0,SE
2016-01-03,"24,4","32,2","29,3",73.0,,"3,9",4.0,120.0,2.0,SE
2016-01-04,24,"33,4","30,2",68.0,,"4,8",4.0,130.0,2.0,SE
2016-01-05,"23,8","33,6","29,8",73.0,"2,4","9,6",4.0,20.0,2.0,E 
2016-01-06,25,"33,6","30,3",71.0,0,"6,4",3.0,110.0,2.0,SE
2016-01-07,25,"33,6","30,5",70.0,,"8,1",5.0,130.0,3.0,SE
2016-01-08,"23,8","33,6","30,5",68.0,0,"9,2",4.0,140.0,2.0,SE
2016-01-09,24,"33,4","29,7",73.0,0,8,4.0,120.0,2.0,SE
2016-01-10,"22,2","33,4","29,8",68.0,,"6,9",4.0,150.0,2.0,SE
2016-01-11,"24,8",31,"28,1",82.0,0,"8,1",2.0,130.0,1.0,SE
2016-01-12,"24,8","32,2","28,9",77.0,0,"1,3",3.0,40.0,2.0,N 
2016-01-13,"25,4","33,4","30,3",72.0,,"2,9",4.0,140.0,2.0,SE
2016-01-14,"23,2",32,"28,7",79.0,"4,9","7,3",3.0,20.0,2.0,N 
2016-01-15,24,"31,4","27,4",87.0,48,"4,7",4.0,350.0,2.0,N 
2016-01-16,"23,8","31,8","28,9",80.0,12,"2,7",4.0,320.0,2.0,NW
2016-01-17,25,"30,4","27,2",88.0,"1,1",7,3.0,20.0,1.0,N 
2016-01-18,23,"33,6","28,7",78.0,"9,5","0,6",3.0,150.0,1.0,SE
2016-01-19,"24,2","31,6","28,6",80.0,"10,5","6,4",2.0,10.0,1.0,N 
2016-01-20,"24,8",33,"30,1",73.0,"0,1","5,3",5.0,100.0,2.0,E 
2016-01-21,"24,8","33,2","30,1",74.0,0,"7,5",4.0,140.0,2.0,SE
2016-01-22,"24,2","33,6","29,2",80.0,"16,7","6,4",2.0,330.0,2.0,NW
2016-01-23,"24,6",33,"29,1",79.0,"2,8","6,4",5.0,140.0,2.0,SE
2016-01-24,"23,4","32,6","29,8",71.0,0,"5,3",7.0,140.0,4.0,SE
2016-01-25,"23,6","32,4","29,5",72.0,,"7,7",5.0,100.0,4.0,SE
2016-01-26,"25,4",33,"29,5",77.0,0,"9,3",4.0,90.0,2.0,SE
2016-01-27,"23,6","31,6","27,6",83.0,36,"4,9",4.0,160.0,2.0,E 
2016-01-28,"23,8","32,2","28,1",84.0,,"2,3",4.0,320.0,2.0,E 
2016-01-29,"23,6","30,4","27,4",85.0,"2,6","5,8",5.0,150.0,2.0,SE
2016-01-30,"22,8","32,8","29,2",75.0,0,"0,8",5.0,100.0,2.0,SE
2016-01-31,"24,8","32,8","28,8",80.0,,6,3.0,340.0,2.0,SE
2016-02-01,"22,6",32,"28,6",75.0,"25,5","4,5",4.0,120.0,2.0,SE
2016-02-02,22,"32,6","28,7",72.0,0,6,5.0,120.0,3.0,SE
2016-02-03,"22,2","32,2","28,7",73.0,,"8,3",5.0,130.0,3.0,SE
2016-02-04,"23,8",33,"29,5",71.0,0,8,4.0,130.0,2.0,SE
2016-02-05,"24,6","31,6","28,5",80.0,,"6,7",2.0,160.0,2.0,SE
2016-02-06,"24,4",30,"27,6",85.0,"24,3","3,1",4.0,120.0,2.0,SE
2016-02-07,"24,8","30,6","27,8",80.0,"1,2","0,6",6.0,150.0,4.0,SE
2016-02-08,24,"30,4","27,6",78.0,"23,5","2,8",7.0,140.0,4.0,SE
2016-02-09,"22,8","30,6","27,9",77.0,,"4,1",4.0,130.0,2.0,SE
2016-02-10,"22,8","29,2","26,7",85.0,2,"2,4",4.0,150.0,2.0,SE
2016-02-11,,,,,,,,,,
2016-02-12,"23,4","32,6","28,4",78.0,"55,9","0,5",3.0,350.0,2.0,SE
2016-02-13,"24,4",33,"29,5",72.0,"1,5","6,5",4.0,120.0,2.0,SE
2016-02-14,"24,4",31,"28,4",82.0,0,"7,8",3.0,140.0,2.0,SE
2016-02-15,"24,4","29,8","27,5",87.0,,3,3.0,150.0,1.0,N 
2016-02-16,"24,2","32,8","29,2",78.0,"8,6","2,9",4.0,130.0,2.0,SE
2016-02-17,"24,6",32,"29,2",76.0,"0,4","5,7",5.0,130.0,4.0,SE
2016-02-18,"22,4","32,2","29,4",72.0,,"8,1",5.0,120.0,2.0,SE
2016-02-19,"24,2","33,4",30,71.0,0,"9,9",5.0,150.0,2.0,SE
2016-02-20,24,33,"29,7",69.0,,"8,4",5.0,120.0,3.0,SE
2016-02-21,"22,6","32,4","29,1",69.0,,"9,3",5.0,150.0,3.0,SE
2016-02-22,"22,2","32,4","28,9",69.0,0,"9,3",4.0,120.0,2.0,SE
2016-02-23,"24,4","33,4","29,9",70.0,0,"6,6",5.0,140.0,2.0,SE
2016-02-24,23,"32,8","29,1",74.0,0,6,3.0,80.0,2.0,E 
2016-02-25,"23,6","32,6","29,1",68.0,"1,5","7,5",6.0,140.0,4.0,SE
2016-02-26,"22,8","32,4","29,1",71.0,0,8,8.0,100.0,4.0,SE
2016-02-27,"23,4","32,8","29,6",69.0,,"7,5",4.0,110.0,2.0,SE
2016-02-28,"22,6","32,6","29,4",69.0,0,"8,5",8.0,150.0,4.0,SE
2016-02-29,24,"33,6","29,8",69.0,0,"7,2",5.0,150.0,3.0,SE
2016-03-01,"23,6","32,8",30,70.0,,7,5.0,140.0,3.0,SE
2016-03-02,"23,2",33,"29,7",70.0,0,"7,8",4.0,130.0,2.0,SE
2016-03-03,"22,4","33,2","29,7",68.0,0,"7,5",5.0,130.0,3.0,SE
2016-03-04,"23,8",34,"30,4",69.0,0,"7,8",5.0,140.0,3.0,SE
2016-03-05,"23,4","34,2","30,2",72.0,0,8,4.0,140.0,2.0,SE
2016-03-06,"25,4","33,8","29,7",77.0,0,"7,2",4.0,140.0,2.0,N 
2016-03-07,"24,4","33,8","30,5",73.0,1,"4,3",5.0,140.0,3.0,SE
2016-03-08,25,"34,2","30,5",74.0,,"5,2",4.0,300.0,2.0,SE
2016-03-09,"24,4","34,2","30,2",76.0,,"3,5",4.0,350.0,2.0,N 
2016-03-10,25,34,"30,7",73.0,0,"5,7",3.0,130.0,2.0,SE
2016-03-11,"22,8",34,"30,2",68.0,0,6,4.0,20.0,2.0,N 
2016-03-12,"22,6","35,8","30,4",70.0,0,"7,6",5.0,340.0,2.0,SE
2016-03-13,"23,8","34,8","30,4",71.0,,"9,2",3.0,10.0,1.0,N 
2016-03-14,"23,6",34,"30,1",73.0,0,"5,4",4.0,320.0,2.0,SE
2016-03-15,"25,8","32,4","29,9",78.0,,"4,8",4.0,350.0,2.0,N 
2016-03-16,"24,6","34,2","30,4",73.0,,"3,4",5.0,350.0,3.0,N 
2016-03-17,"25,2","35,4","31,7",63.0,,"7,4",4.0,170.0,2.0,SE
2016-03-18,"23,2","35,6","30,5",68.0,,"6,3",4.0,330.0,2.0,SE
2016-03-19,24,"34,2","30,7",72.0,,"5,9",4.0,60.0,2.0,E 
2016-03-20,"23,6","34,2",30,72.0,0,"5,6",4.0,300.0,2.0,NW
2016-03-21,"24,6","33,4","28,8",78.0,,2,5.0,340.0,2.0,N 
2016-03-22,"23,2",34,30,66.0,6,"2,9",4.0,330.0,2.0,N 
2016-03-23,"22,8","34,4","30,4",68.0,0,"5,5",7.0,330.0,3.0,NW
2016-03-24,"23,4","34,2","30,3",72.0,,"7,4",4.0,120.0,2.0,SE
2016-03-25,23,"34,2","30,4",71.0,,"3,7",2.0,90.0,1.0,NE
2016-03-26,"24,2","34,4","29,9",79.0,,"4,5",4.0,90.0,2.0,SE
2016-03-27,25,"34,2","29,3",80.0,"0,7","3,3",5.0,300.0,3.0,NW
2016-03-28,"23,8","33,6","30,4",75.0,40,"4,3",5.0,20.0,2.0,N 
2016-03-29,"24,2","34,6","30,9",73.0,,"3,5",3.0,300.0,2.0,SE
2016-03-30,24,"34,2","30,5",74.0,,"7,2",4.0,310.0,1.0,N 
2016-03-31,"23,8",34,30,77.0,,"4,8",5.0,320.0,2.0,NW
2016-04-01,24,32,"29,2",81.0,0,6,3.0,320.0,2.0,NE
2016-04-02,"23,8",35,"30,8",73.0,"0,5","0,6",4.0,350.0,2.0,N 
2016-04-03,"24,6","35,2",30,78.0,,"5,5",6.0,330.0,3.0,NW
2016-04-04,"25,4","33,6","28,4",84.0,29,"5,7",5.0,330.0,2.0,S 
2016-04-05,"24,2",33,"29,2",82.0,,"1,9",5.0,340.0,2.0,SE
2016-04-06,"24,2",33,"29,1",83.0,"9,2","1,7",4.0,330.0,1.0,N 
2016-04-07,"25,2",33,"29,9",80.0,"5,5","3,1",3.0,20.0,1.0,SE
