Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2018-03-24,"23,4","33,4","28,8",78.0,"0,8",0,3.0,300.0,2.0,SE
2018-03-25,"23,2","33,8","29,7",71.0,"0,3","6,1",6.0,290.0,3.0,E 
2018-03-26,23,"33,2",28,81.0,,"5,2",3.0,130.0,1.0,N 
2018-03-27,"23,2","31,8","29,1",73.0,"18,7",5,3.0,130.0,2.0,E 
2018-03-28,23,"33,2","29,5",70.0,,"2,2",6.0,320.0,2.0,NW
2018-03-29,"23,4","33,4","29,6",67.0,,"7,2",3.0,100.0,2.0,SE
2018-03-30,"22,4","34,8","29,4",65.0,,"4,4",5.0,310.0,2.0,SE
2018-03-31,"23,2",,"29,5",66.0,,"6,2",2.0,130.0,1.0,E 
2018-04-01,"22,2","32,7","27,2",80.0,1,"4,3",3.0,130.0,1.0,N 
2018-04-02,23,31,"28,9",71.0,"8,9","4,1",4.0,320.0,2.0,N 
2018-04-03,"23,6","34,9","29,4",71.0,,"4,3",5.0,250.0,2.0,E 
2018-04-04,"24,2","32,4","28,1",81.0,"38,3",6,4.0,330.0,2.0,SE
2018-04-05,"22,6","31,5","28,6",74.0,,"4,4",5.0,330.0,2.0,SE
2018-04-06,23,"32,6","27,8",81.0,,"6,3",3.0,340.0,1.0,SE
2018-04-07,"23,2",33,"28,7",76.0,"2,5","3,5",4.0,130.0,1.0,NE
2018-04-08,"23,8","30,7","29,2",71.0,"6,6","4,8",3.0,110.0,2.0,SE
2018-04-09,23,"34,7","29,8",68.0,,0,5.0,310.0,3.0,NW
2018-04-10,"23,3",34,"30,2",71.0,,"6,4",5.0,330.0,2.0,N 
2018-04-11,"24,5",33,"28,9",75.0,,"5,8",4.0,320.0,2.0,NW
2018-04-12,24,"33,4","30,2",72.0,"19,8","6,8",3.0,160.0,1.0,SE
2018-04-13,24,"34,2","30,9",70.0,0,"4,6",4.0,100.0,2.0,NE
2018-04-14,"24,2","30,3","27,5",84.0,"8,6","6,2",3.0,330.0,1.0,N 
2018-04-15,"24,4","33,2","27,7",84.0,"27,3","0,8",2.0,20.0,1.0,N 
2018-04-16,"24,3","31,2","28,6",79.0,"42,7","3,9",3.0,330.0,2.0,NW
2018-04-17,"23,9","33,4",30,70.0,"7,3","3,7",2.0,310.0,1.0,N 
2018-04-18,24,"33,2","29,3",76.0,,"7,5",3.0,290.0,1.0,E 
2018-04-19,23,34,"29,7",69.0,4,"4,5",4.0,320.0,2.0,SE
2018-04-20,"23,6",33,"28,6",76.0,"0,8","8,7",4.0,300.0,2.0,SE
2018-04-21,"22,4","32,3","28,1",78.0,3,"4,5",4.0,70.0,2.0,NW
2018-04-22,23,"33,3","29,8",72.0,"2,2","5,7",4.0,330.0,2.0,N 
2018-04-23,"24,4","32,3","29,5",74.0,"13,6","8,1",3.0,270.0,2.0,NW
2018-04-24,"24,8",33,"29,2",77.0,,6,2.0,330.0,1.0,S 
2018-04-25,"24,2","32,9","28,7",76.0,"2,7","1,2",3.0,130.0,1.0,SE
2018-04-26,"23,8","30,6",26,89.0,"5,1","2,9",3.0,290.0,1.0,NW
2018-04-27,"22,6","32,8","28,9",72.0,"29,5","0,6",3.0,290.0,2.0,NW
2018-04-28,"22,6","34,8","30,4",66.0,,10,4.0,190.0,1.0,N 
2018-04-29,"22,8",33,30,67.0,,"8,8",5.0,170.0,3.0,S 
2018-04-30,"24,2",33,"29,3",73.0,,3,2.0,100.0,1.0,E 
2018-05-01,"24,4","33,3","29,6",71.0,"6,5","1,9",3.0,320.0,1.0,S 
2018-05-02,"24,2","33,4","29,9",74.0,,"2,8",3.0,10.0,1.0,N 
2018-05-03,"24,2","32,4","28,4",80.0,,"6,4",3.0,350.0,1.0,E 
2018-05-04,"24,4","34,2","30,3",74.0,3,"2,7",4.0,100.0,2.0,SE
2018-05-05,"24,3","33,2","28,8",82.0,,"8,2",5.0,10.0,2.0,N 
2018-05-06,"24,4",32,"28,7",81.0,23,"5,3",5.0,320.0,2.0,NW
2018-05-07,"24,4","31,6","28,7",80.0,9,5,4.0,340.0,2.0,N 
2018-05-08,24,"32,6","28,1",84.0,"34,3","6,9",3.0,140.0,1.0,SE
2018-05-09,24,32,"27,2",86.0,"9,5","3,5",3.0,150.0,1.0,N 
2018-05-10,"23,8","32,6","28,9",76.0,"4,7","3,1",3.0,340.0,1.0,SE
2018-05-11,"23,8","32,4","27,2",85.0,"0,5","7,6",3.0,130.0,1.0,SE
2018-05-12,"23,2","32,6","27,8",81.0,"5,9","4,8",4.0,10.0,1.0,N 
2018-05-13,23,"32,2",29,77.0,0,"2,8",3.0,110.0,1.0,N 
2018-05-14,"24,6","33,6","29,4",77.0,,"6,8",3.0,110.0,1.0,E 
2018-05-15,"24,4",34,"28,8",80.0,"0,8","6,2",5.0,330.0,2.0,SE
2018-05-16,"24,4","32,2","27,8",85.0,,"6,8",3.0,160.0,2.0,SE
2018-05-17,"24,2",32,"28,1",81.0,"8,2","2,2",3.0,340.0,1.0,NE
2018-05-18,"23,8","30,4","25,8",91.0,15,"5,7",3.0,350.0,1.0,SE
2018-05-19,23,27,"25,6",90.0,"11,5","1,8",3.0,20.0,1.0,NW
2018-05-20,"22,9","33,6","29,5",74.0,"1,4",0,5.0,330.0,2.0,SE
2018-05-21,"22,8","31,8","28,2",82.0,"5,4",8,5.0,360.0,1.0,NW
2018-05-22,24,"30,2","28,1",84.0,"0,4","5,7",3.0,320.0,2.0,SE
2018-05-23,"23,8","31,8","27,9",83.0,,"2,9",3.0,360.0,1.0,E 
2018-05-24,"23,8","30,2","27,4",84.0,"5,8","4,1",4.0,100.0,1.0,E 
2018-05-25,23,"33,4","28,4",78.0,0,0,6.0,330.0,3.0,SE
2018-05-26,"23,1","31,2","28,3",79.0,"18,2",8,3.0,330.0,1.0,N 
2018-05-27,"23,8",32,"28,9",76.0,"0,6","2,3",2.0,300.0,1.0,NW
2018-05-28,24,"33,2","30,4",71.0,,"1,7",3.0,300.0,2.0,NW
2018-05-29,"24,8","31,8","29,2",77.0,,"5,5",2.0,150.0,0.0,N 
2018-05-30,24,35,"30,4",70.0,,"1,9",5.0,300.0,2.0,E 
2018-05-31,"23,4","34,6","30,7",68.0,0,"7,1",3.0,140.0,2.0,SE
2018-06-01,"23,4","32,8","29,4",76.0,,"9,1",3.0,330.0,1.0,N 
2018-06-02,"24,4","34,6","30,4",71.0,,"0,6",4.0,150.0,2.0,SE
2018-06-03,"22,6","35,4","31,2",60.0,,"7,3",2.0,320.0,1.0,NW
2018-06-04,"22,8","34,4","30,4",64.0,,"10,4",4.0,160.0,2.0,S 
2018-06-05,"22,8","34,6","29,6",72.0,,"7,4",2.0,100.0,1.0,SE
2018-06-06,"23,2","34,4","30,4",70.0,0,"2,1",4.0,350.0,2.0,N 
2018-06-07,23,"34,4","30,7",60.0,,"9,3",5.0,180.0,3.0,S 
2018-06-08,"23,4","34,2","31,3",54.0,,"8,6",4.0,170.0,2.0,S 
2018-06-09,"26,2","33,6","31,1",61.0,,"7,2",6.0,180.0,3.0,S 
2018-06-10,"25,2",36,"31,9",58.0,,"3,1",5.0,170.0,2.0,S 
2018-06-11,"24,4",35,"31,4",58.0,,"8,3",8.0,180.0,4.0,S 
2018-06-12,23,35,"31,3",56.0,0,"6,6",5.0,200.0,3.0,SW
2018-06-13,23,36,"31,8",53.0,,9,4.0,180.0,2.0,SE
2018-06-14,23,"35,8","31,2",56.0,,9,4.0,190.0,2.0,S 
2018-06-15,"23,8","33,8","31,2",56.0,,"5,8",5.0,170.0,3.0,S 
2018-06-16,"23,8",34,"30,7",60.0,,"5,5",4.0,180.0,2.0,S 
2018-06-17,"23,8",35,"29,7",69.0,0,"6,7",5.0,180.0,2.0,S 
2018-06-18,23,30,"26,5",80.0,"14,4","0,7",4.0,190.0,2.0,S 
2018-06-19,23,30,28,75.0,"8,6",0,2.0,180.0,1.0,N 
2018-06-20,"23,2",31,"28,4",78.0,"2,9","0,3",3.0,350.0,2.0,N 
2018-06-21,"23,2","33,2","28,7",74.0,"0,1","0,8",3.0,320.0,2.0,SE
2018-06-22,"22,2",34,"29,7",68.0,,"4,6",5.0,340.0,3.0,NW
2018-06-23,"22,2",33,"28,9",76.0,,"10,6",4.0,300.0,2.0,N 
2018-06-24,"23,6","33,8","29,5",67.0,"2,5","0,9",4.0,160.0,2.0,N 
2018-06-25,"23,2","32,6",29,65.0,"1,1",,5.0,280.0,2.0,SW
2018-06-26,"22,6","32,8","28,4",64.0,,"0,3",5.0,310.0,2.0,SE
2018-06-27,"21,8",34,"29,1",66.0,,5,4.0,170.0,2.0,N 
2018-06-28,"21,8","32,8","27,1",79.0,"3,6","7,5",3.0,140.0,2.0,S 
2018-06-29,"22,4",33,"28,6",74.0,14,"6,7",5.0,130.0,2.0,N 
2018-06-30,"21,8","32,6","29,4",66.0,2,,9.0,200.0,3.0,S 
2018-07-01,22,"32,8","28,5",75.0,,9,4.0,300.0,2.0,NW
2018-07-02,"22,2","31,6","27,8",73.0,"1,9","6,6",3.0,140.0,1.0,N 
2018-07-03,"21,6","34,6","30,2",55.0,,"0,5",4.0,160.0,2.0,S 
2018-07-04,"21,5","34,6","30,2",57.0,0,8,6.0,180.0,3.0,S 
2018-07-05,"21,6",34,"28,4",68.0,,"9,3",3.0,160.0,2.0,S 
2018-07-06,23,"34,8","30,9",59.0,,"2,3",5.0,190.0,2.0,S 
2018-07-07,23,35,"29,4",70.0,,9,3.0,130.0,2.0,N 
2018-07-08,"23,4",35,"30,9",62.0,,"5,2",4.0,240.0,2.0,SW
2018-07-09,"23,6","33,4",29,63.0,"1,1",9,6.0,280.0,2.0,SW
2018-07-10,"25,2","33,4","31,5",51.0,"1,5","2,3",4.0,200.0,2.0,SW
2018-07-11,"23,2",33,"29,7",62.0,2,"3,4",2.0,250.0,2.0,S 
2018-07-12,23,"35,2","31,7",53.0,0,"0,2",5.0,200.0,3.0,S 
2018-07-13,"23,2",34,"31,2",56.0,,"8,1",7.0,170.0,3.0,S 
2018-07-14,"23,2","32,8","30,9",55.0,0,"8,1",9.0,180.0,5.0,S 
2018-07-15,"21,4","33,8","32,1",49.0,,"6,8",9.0,190.0,6.0,S 
2018-07-16,"23,8","36,2",32,53.0,,"10,3",6.0,180.0,3.0,S 
2018-07-17,"23,8","33,4","31,5",56.0,,"9,1",5.0,220.0,3.0,SW
2018-07-18,"22,8","34,4","32,1",54.0,0,"0,2",6.0,170.0,4.0,S 
2018-07-19,"25,2","33,6","31,3",57.0,,"7,4",7.0,170.0,4.0,S 
2018-07-20,24,"33,6","31,2",51.0,"14,5","6,9",4.0,200.0,3.0,SW
2018-07-21,26,"34,2","31,6",56.0,,"2,4",4.0,270.0,2.0,SW
2018-07-22,24,35,"31,4",55.0,,"4,8",5.0,180.0,3.0,S 
2018-07-23,"23,8",35,"30,3",58.0,,10,6.0,180.0,3.0,S 
2018-07-24,"22,4","34,4",31,56.0,0,"2,9",5.0,150.0,3.0,S 
2018-07-25,"22,6","34,8","31,2",54.0,,10,6.0,170.0,4.0,S 
2018-07-26,"25,8","34,2","30,4",62.0,,"5,7",6.0,190.0,3.0,SW
2018-07-27,"25,2","32,6",30,62.0,,"5,3",5.0,200.0,3.0,SW
2018-07-28,25,30,"27,6",74.0,2,"1,8",4.0,210.0,2.0,S 
2018-07-29,"24,4",29,"26,4",82.0,7,0,3.0,220.0,2.0,W 
2018-07-30,"24,2","28,8","27,4",76.0,"15,4",0,4.0,280.0,2.0,SE
2018-07-31,"23,2","33,6","29,8",61.0,7,0,4.0,210.0,1.0,SW
2018-08-01,"21,6","34,2","29,9",63.0,,"3,8",3.0,190.0,1.0,SE
2018-08-02,"21,6","34,6","30,4",65.0,,"8,8",3.0,160.0,1.0,N 
2018-08-03,22,34,"30,1",67.0,,"6,2",4.0,340.0,2.0,N 
2018-08-04,22,"34,4","30,7",62.0,,"10,5",4.0,330.0,2.0,N 
2018-08-05,"22,4","35,2","31,8",58.0,0,8,3.0,200.0,2.0,S 
2018-08-06,"25,4","33,8","31,7",56.0,,"9,9",4.0,220.0,3.0,SW
2018-08-07,"26,4",33,"30,6",59.0,"1,1","8,9",5.0,180.0,3.0,SW
2018-08-08,"22,8","32,2","30,1",62.0,0,"2,9",2.0,190.0,1.0,S 
2018-08-09,"25,8","31,4","28,7",69.0,1,0,4.0,230.0,1.0,SW
2018-08-10,"25,6","33,4","30,5",61.0,"0,3",1,4.0,200.0,2.0,S 
2018-08-11,"21,6",34,"31,3",52.0,0,"1,6",6.0,280.0,3.0,S 
2018-08-12,"24,8",34,"30,3",63.0,,"6,3",5.0,190.0,3.0,S 
2018-08-13,"26,4",34,"31,5",58.0,"0,5","8,3",7.0,170.0,4.0,S 
2018-08-14,"26,4","32,8","30,7",62.0,0,"6,9",7.0,170.0,4.0,S 
2018-08-15,"24,2",35,"32,1",54.0,1,6,5.0,170.0,3.0,S 
2018-08-16,"23,2","35,4","30,9",60.0,,10,5.0,240.0,2.0,SW
2018-08-17,"23,4","34,2","31,8",54.0,0,"6,2",8.0,230.0,4.0,SW
2018-08-18,"28,4","34,6","31,8",58.0,,6,4.0,170.0,2.0,S 
2018-08-19,"23,5","31,4","28,2",75.0,11,"7,1",2.0,140.0,1.0,N 
2018-08-20,"23,6","31,8","29,2",66.0,6,0,5.0,290.0,3.0,S 
2018-08-21,"24,2","28,8",26,90.0,,"0,6",4.0,310.0,1.0,N 
2018-08-22,"23,6",28,"25,3",87.0,"14,5","0,9",6.0,320.0,2.0,N 
2018-08-23,"23,6","32,8","29,9",58.0,"3,3",0,4.0,200.0,3.0,S 
2018-08-24,"23,8","33,4","29,4",65.0,"2,5","2,2",6.0,170.0,3.0,S 
2018-08-25,"22,8","32,8","29,3",65.0,,"5,6",6.0,170.0,2.0,S 
2018-08-26,"21,8","33,6","30,4",56.0,,"5,9",5.0,170.0,3.0,S 
2018-08-27,"21,2","34,2","29,4",64.0,,"7,8",4.0,200.0,2.0,S 
2018-08-28,"23,2","34,6","31,3",54.0,,7,6.0,190.0,3.0,S 
2018-08-29,"22,2","35,2","30,8",55.0,,"9,8",9.0,170.0,3.0,S 
2018-08-30,,35,"30,2",58.0,,"9,7",8.0,200.0,3.0,SE
2018-08-31,"22,4","34,8","31,5",53.0,,"9,1",5.0,180.0,2.0,S 
2018-09-01,"22,8","36,2","30,8",56.0,,"9,2",4.0,140.0,2.0,SE
2018-09-02,"22,2",34,"29,6",59.0,,"8,3",3.0,150.0,2.0,N 
2018-09-03,"22,2",35,"29,7",62.0,,"3,6",5.0,180.0,2.0,SW
2018-09-04,23,"30,1","28,3",63.0,,"7,5",6.0,190.0,3.0,S 
2018-09-05,"22,6","32,4","29,6",63.0,,0,5.0,330.0,2.0,N 
2018-09-06,"22,4","33,8","29,7",67.0,,"5,2",5.0,330.0,2.0,NW
2018-09-07,"22,6","33,6","30,3",65.0,,"5,7",6.0,330.0,3.0,NW
2018-09-08,"22,2","33,4","29,4",67.0,,"10,7",6.0,320.0,3.0,NW
2018-09-09,"22,4","34,8","29,2",67.0,,"6,4",4.0,240.0,2.0,SE
2018-09-10,"22,4","33,2","28,2",73.0,"0,1","2,5",5.0,330.0,2.0,SE
2018-09-11,"22,1","31,4","28,1",76.0,"5,6","3,4",3.0,320.0,1.0,N 
2018-09-12,"22,2","33,6","28,4",74.0,"0,1","1,4",4.0,320.0,2.0,N 
2018-09-13,"21,8","33,6",29,71.0,"0,5","6,5",3.0,140.0,2.0,SE
2018-09-14,"21,8",,"30,1",65.0,,"6,3",6.0,200.0,2.0,S 
2018-09-15,"23,2","32,4","29,3",69.0,,"6,9",4.0,240.0,2.0,N 
2018-09-16,,"32,8","29,5",62.0,"1,8","3,1",5.0,180.0,2.0,S 
2018-09-17,"25,8",31,"27,3",75.0,1,"2,2",7.0,190.0,3.0,S 
2018-09-18,"22,6",29,"25,9",86.0,"25,2","0,7",3.0,130.0,1.0,N 
2018-09-19,"20,8","34,6","29,8",60.0,"5,3",0,4.0,170.0,2.0,S 
2018-09-20,"20,8","34,4","30,5",63.0,,"6,8",4.0,320.0,2.0,NW
2018-09-21,"23,6","34,2","30,2",65.0,,"8,1",3.0,320.0,2.0,E 
2018-09-22,23,"32,8",28,76.0,,"8,5",3.0,110.0,1.0,SE
2018-09-23,"23,2","31,8","26,9",85.0,"8,2","2,2",5.0,330.0,1.0,N 
2018-09-24,"23,6","31,4","28,2",74.0,"28,6",5,4.0,140.0,2.0,S 
2018-09-25,"23,8",33,"29,2",69.0,,"1,8",5.0,180.0,2.0,N 
2018-09-26,"22,6",33,"29,1",69.0,,"4,7",4.0,130.0,2.0,SE
2018-09-27,"22,2","33,4","28,7",71.0,,"4,5",3.0,340.0,2.0,SE
2018-09-28,"22,2","32,2","28,5",78.0,,"5,1",3.0,340.0,1.0,N 
2018-09-29,"23,5","32,6","29,3",75.0,"11,1",4,4.0,330.0,2.0,N 
2018-09-30,24,"31,6","27,6",85.0,"4,6","5,3",5.0,320.0,1.0,N 
2018-10-01,"23,2",32,27,85.0,"4,3","2,6",5.0,160.0,1.0,N 
2018-10-02,23,"31,2","28,4",78.0,"14,9","3,1",3.0,150.0,1.0,N 
2018-10-03,"23,4","32,4","28,9",79.0,,"0,5",3.0,300.0,2.0,NW
2018-10-04,"23,8","28,8","26,1",94.0,"7,5","4,5",3.0,160.0,1.0,N 
2018-10-05,"23,4",31,"27,1",87.0,"27,8","0,9",4.0,260.0,1.0,N 
2018-10-06,"23,4","31,8","27,4",84.0,,"2,2",4.0,290.0,2.0,N 
2018-10-07,"23,8","31,8","27,1",85.0,"25,8","5,3",4.0,350.0,1.0,N 
2018-10-08,"23,6","31,6","27,8",81.0,16,"3,7",2.0,130.0,1.0,N 
2018-10-09,"23,6","31,8","27,9",82.0,"1,5","3,5",4.0,330.0,2.0,SE
2018-10-10,"23,8","29,8","26,4",86.0,"2,2","2,4",3.0,310.0,2.0,NW
2018-10-11,"23,2","32,4","25,9",89.0,2,"0,2",2.0,120.0,1.0,SE
2018-10-12,23,30,"27,4",80.0,"1,6",0,3.0,350.0,1.0,N 
2018-10-13,"22,8",31,"27,2",81.0,"7,2","1,9",4.0,190.0,1.0,SE
2018-10-14,"22,2",29,"26,2",87.0,0,2,2.0,340.0,1.0,N 
2018-10-15,"22,6","31,6","28,2",82.0,8,"1,7",4.0,320.0,2.0,NW
2018-10-16,"23,2","31,6","27,9",79.0,"6,8","5,8",3.0,130.0,1.0,N 
2018-10-17,23,"30,4","27,8",70.0,,"3,4",6.0,210.0,3.0,S 
2018-10-18,"22,4","32,8","29,1",66.0,"1,3","0,6",4.0,310.0,2.0,SW
2018-10-19,"22,6",,"26,4",82.0,,"7,8",5.0,300.0,2.0,SE
2018-10-20,"22,4","32,2","26,6",84.0,,"1,9",3.0,220.0,1.0,E 
2018-10-21,"21,8",32,"28,2",76.0,"10,3","5,2",3.0,40.0,1.0,N 
2018-10-22,"21,8","32,1","27,8",81.0,"0,2","7,1",4.0,330.0,2.0,N 
2018-10-23,22,"31,4","28,1",78.0,22,"6,8",2.0,120.0,1.0,N 
2018-10-24,"22,6","32,4","28,2",74.0,,"2,9",4.0,150.0,2.0,N 
2018-10-25,"22,8","31,6","28,7",81.0,,"7,6",4.0,330.0,2.0,SE
2018-10-26,"22,8","31,8","27,9",80.0,"33,5","7,8",3.0,130.0,2.0,SE
2018-10-27,"22,8","32,6","27,9",82.0,,"5,9",3.0,100.0,1.0,SE
2018-10-28,"22,8","29,4","27,1",88.0,,"4,7",2.0,130.0,1.0,SE
2018-10-29,"22,2","32,4","29,6",72.0,2,"1,6",3.0,120.0,2.0,SE
2018-10-30,23,"33,4","29,5",76.0,,"9,5",4.0,110.0,2.0,SE
2018-10-31,"23,8","31,6","29,2",75.0,"1,3","6,8",7.0,90.0,3.0,SE
2018-11-01,24,"32,6","29,3",73.0,,"8,1",5.0,140.0,3.0,SE
2018-11-02,"23,8","31,3","28,5",77.0,6,5,4.0,120.0,2.0,SE
2018-11-03,"23,6","31,8","28,8",78.0,,4,6.0,130.0,2.0,SE
2018-11-04,"23,2",31,"27,6",88.0,"16,3","1,8",3.0,330.0,1.0,N 
2018-11-05,"24,2","31,2","28,2",82.0,"8,8","4,3",2.0,140.0,1.0,N 
2018-11-06,24,"31,8","26,9",88.0,"0,5","3,6",3.0,110.0,2.0,N 
2018-11-07,"23,4","31,6","27,6",87.0,"67,9","3,9",3.0,30.0,2.0,SE
2018-11-08,23,"31,2","28,1",80.0,"7,5","1,4",3.0,340.0,2.0,N 
2018-11-09,"22,8","31,4","26,3",87.0,"4,2","4,5",5.0,130.0,2.0,SE
2018-11-10,"22,9","30,2","27,4",84.0,"20,5","2,6",2.0,130.0,1.0,N 
2018-11-11,"23,2","31,6","27,3",86.0,"2,7","0,5",4.0,170.0,1.0,N 
2018-11-12,"23,2","32,2","28,5",78.0,"20,4","4,9",4.0,330.0,2.0,NW
2018-11-13,23,32,"26,7",87.0,,"7,7",6.0,350.0,2.0,S 
2018-11-14,23,"31,1","27,4",85.0,"13,6","1,6",3.0,360.0,1.0,N 
2018-11-15,"22,8",31,"28,2",79.0,"5,9","1,4",3.0,110.0,1.0,SE
2018-11-16,,"31,9","27,3",85.0,1,"4,2",4.0,330.0,1.0,N 
2018-11-17,"22,4","32,2","28,2",79.0,"52,1","5,6",4.0,300.0,1.0,N 
2018-11-18,24,32,"28,1",83.0,,"6,7",3.0,280.0,1.0,SE
2018-11-19,24,"31,2","27,9",84.0,"11,9","2,9",3.0,130.0,1.0,N 
2018-11-20,24,"31,4","27,7",83.0,0,"1,6",4.0,100.0,1.0,N 
2018-11-21,23,26,"24,8",94.0,"9,5","4,6",2.0,120.0,1.0,N 
2018-11-22,"22,6","27,8","25,2",93.0,"10,7",0,3.0,100.0,0.0,N 
2018-11-23,"22,4",32,28,79.0,"10,6","0,3",3.0,110.0,2.0,NW
2018-11-24,"22,2","30,6","26,5",84.0,"7,5",7,2.0,10.0,1.0,N 
2018-11-25,"22,4","30,4","27,7",81.0,"20,2","2,7",3.0,330.0,1.0,N 
2018-11-26,"22,8","31,2","27,7",80.0,0,"2,2",2.0,130.0,1.0,SW
2018-11-27,"22,4","32,5","28,1",80.0,"20,1","5,6",3.0,310.0,1.0,N 
2018-11-28,"22,5","31,2",28,80.0,"1,4","6,1",2.0,130.0,1.0,N 
2018-11-29,"22,4",33,"28,8",77.0,"0,8","6,1",4.0,140.0,1.0,N 
2018-11-30,24,"32,4","29,2",76.0,"2,8","5,4",4.0,110.0,2.0,SE
2018-12-01,"20,4","32,2","28,4",81.0,0,"7,8",4.0,300.0,2.0,SE
2018-12-02,"23,4",32,"28,9",76.0,"36,5","6,4",6.0,120.0,3.0,SE
2018-12-03,,"32,4","29,1",74.0,,7,6.0,120.0,2.0,SE
2018-12-04,23,30,"28,2",79.0,,"7,7",4.0,110.0,2.0,SE
2018-12-05,"23,8","33,2","29,2",77.0,,"1,8",3.0,110.0,2.0,E 
2018-12-06,"23,8",31,"26,5",86.0,"1,5","8,1",5.0,330.0,1.0,N 
2018-12-07,"23,4","31,8","27,7",81.0,"34,8","4,4",4.0,170.0,2.0,SE
2018-12-08,23,31,"27,7",84.0,"15,2","2,9",2.0,20.0,1.0,SE
2018-12-09,,,"27,6",82.0,"16,5","4,1",3.0,350.0,1.0,SE
2018-12-10,"23,4","31,4","26,7",88.0,"3,2","6,3",3.0,120.0,1.0,C 
2018-12-11,"23,4",32,"28,3",78.0,6,"4,2",3.0,110.0,1.0,S 
2018-12-12,"23,8","31,6","28,4",78.0,,"1,6",4.0,110.0,2.0,SE
2018-12-13,"23,6","27,2","25,4",93.0,"15,6","7,4",3.0,160.0,1.0,C 
2018-12-14,"22,6",31,"28,3",78.0,"13,3",0,3.0,190.0,2.0,SE
2018-12-15,"22,4","30,8",28,78.0,,"2,2",4.0,340.0,2.0,NW
2018-12-16,"22,4",30,"26,9",83.0,1,"4,5",5.0,110.0,2.0,SE
2018-12-17,"21,8","31,4","27,9",80.0,"0,3",1,5.0,100.0,2.0,SE
2018-12-18,"23,8","32,2",28,81.0,,"3,5",6.0,300.0,2.0,C 
2018-12-19,"23,8",32,"28,2",81.0,"53,1","6,8",4.0,320.0,1.0,SE
2018-12-20,"23,4","31,4","27,9",81.0,"28,5","4,3",3.0,330.0,1.0,N 
2018-12-21,"23,6",32,"28,8",77.0,"0,5","4,6",3.0,310.0,1.0,NW
2018-12-22,,"31,1","28,3",78.0,,"6,2",2.0,120.0,1.0,C 
2018-12-23,"22,2","32,3","28,7",76.0,0,"1,8",2.0,140.0,1.0,SE
2018-12-24,"22,2",32,28,80.0,1,"7,2",2.0,130.0,0.0,C 
2018-12-25,22,31,"27,9",79.0,"5,6","5,7",3.0,310.0,1.0,C 
2018-12-26,"22,6",31,28,76.0,0,"5,8",2.0,140.0,1.0,SE
2018-12-27,"22,4","31,2","27,9",76.0,,"5,8",2.0,130.0,1.0,C 
2018-12-28,"22,3","31,8","28,5",70.0,,"3,2",3.0,320.0,1.0,C 
2018-12-29,"23,2",32,"28,2",75.0,0,"7,4",2.0,330.0,0.0,C 
2018-12-30,23,"31,6","28,2",78.0,,5,3.0,330.0,1.0,NW
2018-12-31,"23,2","31,4",29,71.0,0,"5,8",4.0,320.0,2.0,NW
2019-01-01,"21,2","33,8",29,70.0,0,"7,4",4.0,120.0,2.0,SE
2019-01-02,"20,8",33,"29,5",68.0,,"8,5",4.0,130.0,2.0,SE
2019-01-03,"22,2","32,8","28,6",76.0,,"9,2",2.0,100.0,1.0,C 
2019-01-04,"21,6","32,8","29,1",64.0,,"5,2",3.0,90.0,1.0,N 
2019-01-05,"20,4","32,6","28,9",66.0,,"8,7",4.0,320.0,2.0,NW
2019-01-06,"20,8",34,29,72.0,,"9,6",7.0,270.0,2.0,SE
2019-01-07,"22,8","32,9","28,2",82.0,"0,7","7,2",3.0,30.0,1.0,SE
2019-01-08,"23,6",32,"28,3",82.0,"33,8",5,2.0,120.0,1.0,C 
2019-01-09,"23,4","32,2","29,2",78.0,,"5,4",3.0,150.0,2.0,SE
2019-01-10,24,30,"28,2",80.0,"1,5","6,3",4.0,140.0,2.0,SE
2019-01-11,"24,6","30,2",28,83.0,,"3,1",3.0,120.0,1.0,C 
2019-01-12,"23,4","32,2","28,9",72.0,"0,4","1,7",6.0,140.0,2.0,SE
2019-01-13,"22,2","32,8","29,3",69.0,0,"8,5",5.0,120.0,2.0,SE
2019-01-14,22,"32,6",29,75.0,,9,3.0,130.0,1.0,SE
2019-01-15,"23,8","31,8","27,4",84.0,0,"6,9",2.0,10.0,1.0,C 
2019-01-16,23,32,"28,9",71.0,22,"5,5",4.0,120.0,2.0,SE
2019-01-17,"22,8",32,"28,5",73.0,,"7,6",5.0,110.0,3.0,SE
2019-01-18,"22,4","31,6","28,6",74.0,0,"8,1",4.0,110.0,3.0,SE
2019-01-19,"22,8","32,7","28,9",73.0,0,"3,5",4.0,120.0,2.0,SE
2019-01-20,,"31,4","27,7",80.0,"4,7","3,2",3.0,120.0,2.0,E 
2019-01-21,23,32,"28,1",79.0,"10,8","2,4",3.0,300.0,1.0,SE
2019-01-22,"22,8","32,8","28,6",73.0,"5,3","7,3",3.0,110.0,2.0,SE
2019-01-23,"22,6",32,29,72.0,,"8,1",4.0,130.0,3.0,SE
2019-01-24,"22,4","33,2","29,1",73.0,,"9,6",4.0,120.0,2.0,SE
2019-01-25,"22,6","31,4","29,1",73.0,0,"6,3",6.0,130.0,3.0,E 
2019-01-26,23,"31,6","26,8",80.0,,"7,8",4.0,130.0,2.0,SE
2019-01-27,"22,2","31,4","28,1",73.0,"0,8","3,1",4.0,120.0,2.0,SE
